@relation radar1

@attribute f1 numeric
@attribute f2 numeric
@attribute f3 numeric
@attribute f4 numeric
@attribute f5 numeric
@attribute f6 numeric
@attribute f7 numeric
@attribute f8 numeric
@attribute f9 numeric
@attribute f10 numeric
@attribute f11 numeric
@attribute f12 numeric
@attribute f13 numeric
@attribute f14 numeric
@attribute f15 numeric
@attribute f16 numeric
@attribute f17 numeric
@attribute f18 numeric
@attribute f19 numeric
@attribute f20 numeric
@attribute f21 numeric
@attribute f22 numeric
@attribute f23 numeric
@attribute f24 numeric
@attribute f25 numeric
@attribute f26 numeric
@attribute f27 numeric
@attribute f28 numeric
@attribute f29 numeric
@attribute f30 numeric
@attribute f31 numeric
@attribute f32 numeric
@attribute f33 numeric
@attribute f34 numeric
@attribute f35 numeric
@attribute f36 numeric
@attribute f37 numeric
@attribute f38 numeric
@attribute f39 numeric
@attribute f40 numeric
@attribute f41 numeric
@attribute f42 numeric
@attribute f43 numeric
@attribute f44 numeric
@attribute f45 numeric
@attribute f46 numeric
@attribute f47 numeric
@attribute f48 numeric
@attribute f49 numeric
@attribute f50 numeric
@attribute f51 numeric
@attribute f52 numeric
@attribute f53 numeric
@attribute f54 numeric
@attribute f55 numeric
@attribute f56 numeric
@attribute f57 numeric
@attribute f58 numeric
@attribute f59 numeric
@attribute f60 numeric
@attribute f61 numeric
@attribute f62 numeric
@attribute f63 numeric
@attribute f64 numeric
@attribute f65 numeric
@attribute f66 numeric
@attribute f67 {Dog,Human}

@data
0.056371,0.0109,0.084519,0.013992,0.084285,0.015774,0.115709,0.019023,0.613473,0.145999,0,0.878846,0.318491,0.128407,0.079014,0,0.01628,0.483238,0.038778,0.074534,0.064057,0.005051,0.031029,0.322581,0.094017,0.22963,0.109729,0.006097,0.029766,0.076336,0.043103,0.005779,0.027431,0.322581,0.160377,0.209125,0.079399,0.005995,0.02906,0.078947,0.021739,0.007003,0.030835,0.488372,0.138614,0.189087,0.035326,0.005937,0.03073,0.08642,0.03252,0.004893,0.032674,0.516949,0.142857,0.199367,0.052846,0.005671,0.039737,0.676683,0.027258,0.016762,0.000747,0.0015,0.001365,0.010785,Dog
0.447408,0.120435,0.183795,0.047059,0.219817,0.064959,0.235349,0.058128,0.579773,0.497976,0.448628,0.525214,0.42763,0.443107,0.498202,0.633333,0.425172,0.269776,0.411868,0.223602,0.188612,0.029441,0.220781,0.806452,0.264957,0.083076,0.088339,0.118674,0.355067,0.221374,0.150862,0.022952,0.213154,0.784946,0.301887,0.082825,0.072167,0.117563,0.295726,0.175439,0.152174,0.018559,0.19038,0.511628,0.247525,0.063877,0.073269,0.115839,0.258643,0.160494,0.130081,0.01952,0.189499,0.381356,0.214286,0.064392,0.062632,0.113051,0.005444,0.473629,0.08461,0.101126,0.220914,0.230423,0.036155,0.017318,Dog
0.183395,0.053604,0.274219,0.092813,0.187623,0.056716,0.256946,0.069844,0.847822,0.900457,0.30999,0.846675,0.796312,0.432663,0.248276,0.133333,0.101808,0.571751,0.243243,0.322981,0.24911,0.106427,0.198328,0.634409,0.393162,0.380355,0.271435,0.049799,0.19915,0.358779,0.181034,0.084361,0.184977,0.462366,0.386792,0.412978,0.200286,0.049064,0.178632,0.342105,0.184783,0.076468,0.181108,0.550388,0.326733,0.386336,0.200181,0.0483,0.167734,0.246914,0.195122,0.063874,0.210518,0.576271,0.27381,0.28481,0.211382,0.046376,0.2286,0.88942,0.111999,0.085127,0.011003,0.011396,0.006448,0.049586,Dog
0.033097,0.004921,0.070984,0.010876,0.043266,0.006584,0.069037,0.008934,0.52233,0.179643,0.189819,0.689252,0.776246,0.183581,0.201354,0.033333,0.056046,0.723942,0.03349,0.068323,0.05694,0.00386,0.027626,0.193548,0.094017,0.169341,0.086628,0.003793,0.024805,0.068702,0.025862,0.005888,0.0275,0.16129,0.141509,0.151367,0.045303,0.003691,0.025641,0.061404,0.021739,0.006038,0.02491,0.379845,0.118812,0.118077,0.031401,0.00365,0.023047,0.074074,0,0.006476,0.031406,0.415254,0.130952,0.136709,0,0.003274,0.456051,0.701115,0.01021,0.009907,0.002835,0.001901,0.000226,0.001691,Dog
0.149526,0.034032,0.109872,0.020729,0.151211,0.035913,0.172962,0.033701,0.375767,0.423534,0.315067,0.332493,0.449604,0.36924,0.032152,0.133333,0.032207,0.103329,0.141598,0.161491,0.149466,0.011959,0.05789,0.064516,0.239316,0.202226,0.163631,0.030038,0.123317,0.145038,0.137931,0.006801,0.058971,0.064516,0.254717,0.17515,0.153791,0.02968,0.097436,0.140351,0.108696,0.012486,0.056164,0.302326,0.227723,0.1595,0.117754,0.028955,0.085787,0.160494,0.081301,0.019907,0.061217,0.271186,0.22619,0.185127,0.088076,0.027695,0.297834,0.379121,0.025125,0.037764,0.094623,0.01308,0.008352,0.003945,Dog
0.014609,0.000651,0.014163,0.001436,0.002944,0.000288,0.004286,0.00045,0.333191,0.281052,0.098471,0.359552,0.277533,0.241798,0.415732,0.166667,0.170268,0.842643,0.019389,0.031056,0.017794,0.0023,0.026021,0.408602,0.059829,0.049979,0.019103,0.000233,0.007796,0.030534,0,0.001326,0.01786,0.268817,0.113208,0.041135,0.004292,0.000132,0.000855,0,0,0.000049,0,0,0,0.000605,0,0.000054,0,0,0,0,0,0,0,0,0,0,0.962266,0.336589,0.002403,0.000834,0.00056,0.000495,0.000292,0.0008,Dog
0.031567,0.00224,0.023362,0.002565,0.016286,0.001662,0.017139,0.001737,0.358073,0.289794,0.304271,0.519282,0.281848,0.309154,0.354179,0.2,0.162499,0.642237,0.052879,0.068323,0.042705,0.002477,0.041083,0.172043,0.128205,0.076165,0.040426,0.001449,0.025514,0.076336,0.008621,0.005183,0.028575,0.16129,0.179245,0.076621,0.011649,0.001144,0.026496,0.070175,0.01087,0.005411,0.027652,0.379845,0.158416,0.062848,0.010093,0.001096,0,0,0,0,0,0,0,0,0,0,0.028613,0.517865,0.0044,0.003697,0.003341,0.001251,0.000519,0.000449,Dog
0.042865,0.001935,0.004674,0.000434,0.003795,0.00033,0.003397,0.000355,0.365652,0.143809,0.193374,0.496182,0.174274,0.164467,0.671918,0.466667,0.435121,0.67453,0.042891,0.018634,0.02847,0.000605,0.021255,0.290323,0.034188,0.010395,0.015226,0.000603,0.009922,0.007634,0,0.000419,0.005063,0.193548,0,0.003385,0.00078,0.00025,0.006838,0.017544,0,0.000332,0.002579,0.093023,0,0.004988,0,0.000201,0,0,0,0,0,0,0,0,0,0,0.01599,0.483616,0.003899,0.001567,0.002221,0.002968,0.000787,0.001467,Dog
0.300812,0.060627,0.09296,0.016105,0.193037,0.042115,0.093473,0.021181,0.641641,0.534012,0.636361,0.692045,0.611431,0.688242,0.273712,0.4,0.203387,0.207879,0.278496,0.173913,0.163701,0.005018,0.135277,0.225806,0.282051,0.099459,0.105109,0.056121,0.24309,0.145038,0.146552,0.003531,0.136617,0.182796,0.264151,0.081717,0.096137,0.055406,0.235897,0.157895,0.141304,0.005931,0.145463,0.403101,0.237624,0.085531,0.091848,0.054714,0.254802,0.185185,0.162602,0.011267,0.172242,0.423729,0.22619,0.106804,0.105691,0.052621,0.20459,0.686637,0.04293,0.051496,0.098137,0.076614,0.049805,0.01929,Dog
0.170083,0.043099,0.197653,0.053104,0.173312,0.045551,0.203722,0.052343,0.53523,0.408647,0.232655,0.724252,0.271153,0,0.133907,0.133333,0.064977,0.323872,0.189189,0.397516,0.135231,0.086071,0.148657,0.462366,0.367521,0.462568,0.14823,0.036965,0.157335,0.351145,0.112069,0.062935,0.146518,0.430108,0.40566,0.404485,0.125894,0.036392,0.161538,0.324561,0.141304,0.060416,0.166121,0.589147,0.346535,0.366611,0.15308,0.036067,0.138284,0.222222,0.097561,0.041026,0.16803,0.627119,0.238095,0.256329,0.105691,0.033683,0.002082,0.573813,0.062699,0.038683,0.007034,0.012071,0.021487,0.077536,Dog
0.070252,0.006151,0.041508,0.005245,0.034735,0.004016,0.03288,0.003695,0.647437,0.581415,0.764777,0.644498,0.555087,0.785901,0.492755,0.333333,0.277033,0.629331,0.096357,0.080745,0.064057,0.005858,0.071793,0.215054,0.136752,0.057374,0.04556,0.005495,0.082211,0.091603,0.051724,0.00664,0.072687,0.204301,0.207547,0.061089,0.039103,0.005232,0.064957,0.087719,0.043478,0.006556,0.067573,0.410853,0.168317,0.053831,0.031401,0.004751,0.025608,0.049383,0,0.002111,0.02654,0.288136,0.119048,0.03255,0,0.00289,0.230562,0.621312,0.010277,0.009458,0.012301,0.001258,0.00052,0.000504,Dog
0.038673,0.002404,0.025608,0.002864,0.012837,0.001269,0.013532,0.001412,0.57784,0.284971,0.28439,0.585055,0.486489,0.302381,0.531302,0.3,0.277244,0.75296,0.056992,0.062112,0.039146,0.00378,0.037948,0.397849,0.068376,0.050447,0.029555,0.001178,0.036853,0.083969,0.017241,0.00512,0.030691,0.311828,0.132075,0.061462,0.0154,0.000904,0.018803,0.026316,0.016304,0.001131,0.02326,0.496124,0.079208,0.016115,0.012468,0.00054,0,0,0,0,0,0,0,0,0,0,0.124793,0.543995,0.004544,0.002395,0.001735,0.002241,0.002539,0.001672,Dog
0.007154,0.000524,0.014021,0.00142,0.008939,0.000832,0.008622,0.000969,0.300838,0.056523,0.076421,0.396743,0.517271,0.156169,0.200742,0.033333,0.055886,0.722309,0.008813,0.012422,0.021352,0.000815,0.012029,0.11828,0.034188,0.070685,0.035293,0.000291,0.00567,0.030534,0.00431,0.001726,0.01056,0.11828,0.103774,0.083416,0.014306,0.000287,0.007692,0.026316,0.01087,0.000944,0.011549,0.356589,0.09901,0.054958,0.0157,0.000329,0.00128,0.012346,0,0.000109,0.001718,0,0,0.022785,0,0.000072,0.295856,0.433471,0.001496,0.00144,0.000919,0.000451,0.000053,0,Dog
